date,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15
12/15/2016 7:00:00,169.1777778,17.4,7.933333333,42.95555556,91.22222222,2.488888889,5.355555556,0.266666667,0,298.6222222,4.733333333,0.066666667,3.866666667,0.111111111,18.82222222
12/15/2016 8:00:00,194.9777778,18.11111111,9.466666667,43.91111111,101.4888889,2.444444444,7.911111111,0.288888889,0.022222222,328.5555556,6.422222222,0.2,5.2,0.288888889,22.35555556
12/15/2016 9:00:00,204.6222222,19.8,10.33333333,51.95555556,115.8444444,2.822222222,10.2,0.133333333,0,354.6888889,8.333333333,0.244444444,5.288888889,0.466666667,26.77777778
12/15/2016 10:00:00,224.7111111,19.48888889,11.6,57.13333333,127.3555556,4.355555556,12.44444444,0.266666667,0.022222222,388.9111111,9.844444444,0.133333333,5.777777778,0.222222222,27.82222222
12/15/2016 11:00:00,246.3777778,22.06666667,11.28888889,60.86666667,143.4222222,4.2,13.2,0.133333333,0.044444444,423.7111111,11.33333333,0.177777778,6.844444444,0.155555556,33.26666667
12/15/2016 12:00:00,258.1333333,22.08888889,12.73333333,61.66666667,153.1111111,4.022222222,14.88888889,0.044444444,0,442.2444444,10.26666667,0.155555556,7.644444444,0.133333333,37.51111111
12/15/2016 13:00:00,259.4666667,22.48888889,14.26666667,62.84444444,160.2666667,4.422222222,15.33333333,0.155555556,0.022222222,448.3333333,12.64444444,0.244444444,7.311111111,0.266666667,40
12/15/2016 14:00:00,258.5777778,22.28888889,13.22222222,59.4,156.3777778,5.466666667,14.4,0.266666667,0,439.5111111,12.46666667,0.266666667,6.266666667,0.244444444,42.53333333
12/15/2016 15:00:00,265.1111111,20.48888889,13.97777778,56.71111111,164.7111111,4.977777778,17.71111111,0.244444444,0,444.8222222,12.93333333,0.2,7.2,0.088888889,43.13333333
12/15/2016 16:00:00,187.9111111,15.22222222,9.755555556,40.17777778,120.6222222,4.244444444,14.15555556,0.022222222,0.044444444,317.3555556,9.244444444,0.155555556,5.422222222,0.066666667,32.02222222
12/15/2016 17:00:00,241.5555556,18.31111111,12.2,49.35555556,151.2,5.666666667,21.15555556,0.133333333,0.066666667,392,13.02222222,0.088888889,7.422222222,0.266666667,44.68888889
12/15/2016 18:00:00,222.6222222,17.4,10.8,44.44444444,145.4666667,5.444444444,22.22222222,0.066666667,0.066666667,361.0222222,12.48888889,0.222222222,7.622222222,0.177777778,42.84444444
12/15/2016 19:00:00,198.5333333,14.28888889,9.511111111,39.17777778,130.2888889,4.644444444,22.95555556,0.088888889,0.022222222,312.3777778,12.86666667,0.288888889,6.022222222,0.177777778,42.08888889
12/15/2016 20:00:00,178.7333333,12.6,9.177777778,32.91111111,119.9777778,5.044444444,20.84444444,0.111111111,0.022222222,280.4666667,11.37777778,0.155555556,5.688888889,0.111111111,40.24444444
12/15/2016 21:00:00,154.8888889,11.62222222,7.155555556,29.91111111,111.5555556,4.577777778,18.97777778,0.088888889,0.088888889,245.9111111,10.75555556,0.133333333,5.155555556,0.288888889,38.82222222
12/15/2016 22:00:00,128.0666667,10.66666667,6.2,23.13333333,90.08888889,4,16,0.088888889,0.022222222,200.3333333,9.044444444,0.2,4.466666667,0.066666667,32.4
12/15/2016 23:00:00,104.3111111,8.6,5.044444444,18.26666667,72.37777778,2.622222222,11.91111111,0.044444444,0,161.8222222,7.822222222,0.111111111,4.044444444,0.244444444,25.55555556
12/16/2016 0:00:00,83.4,7.511111111,3.911111111,14.97777778,51,2.466666667,7.933333333,0.133333333,0.022222222,131.3333333,5.555555556,0.022222222,2.4,0.044444444,16.26666667
12/16/2016 1:00:00,68.04444444,7.155555556,3.511111111,14.2,42.26666667,2.311111111,5.133333333,0.044444444,0,114.6,4.022222222,0.111111111,2.422222222,0.044444444,11.73333333
12/16/2016 2:00:00,68.46666667,8.222222222,3.977777778,16.97777778,38.71111111,2,3.911111111,0.022222222,0,118.2444444,3.088888889,0,2.444444444,0.044444444,11.08888889
12/16/2016 3:00:00,73.95555556,9.022222222,4.733333333,20.73333333,45.44444444,1.533333333,2.666666667,0.022222222,0,138.1777778,2.4,0,2.822222222,0,9.622222222
12/16/2016 4:00:00,91.6,10.26666667,5.733333333,26.73333333,54.62222222,1.444444444,3.044444444,0.066666667,0,171.6,2.733333333,0.133333333,2.866666667,0.066666667,10.4
12/16/2016 5:00:00,112.1111111,11.88888889,6.4,30.46666667,59.42222222,1.888888889,2.866666667,0.111111111,0,202.2222222,3.844444444,0.044444444,2.955555556,0.088888889,10.66666667
